#Data tag : online , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/pb),recorded(/pb),avgpu,source
256734:4384,50:50,09/18/15 08:25:28,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,51:51,09/18/15 08:25:51,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,52:52,09/18/15 08:26:15,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,53:53,09/18/15 08:26:38,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,54:54,09/18/15 08:27:01,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,55:55,09/18/15 08:27:25,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,56:56,09/18/15 08:27:48,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,57:57,09/18/15 08:28:11,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,60:60,09/18/15 08:29:21,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,61:61,09/18/15 08:29:45,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,62:62,09/18/15 08:30:08,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,63:63,09/18/15 08:30:31,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,64:64,09/18/15 08:30:54,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,65:65,09/18/15 08:31:18,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,66:66,09/18/15 08:31:41,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,67:67,09/18/15 08:32:04,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,68:68,09/18/15 08:32:28,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,69:69,09/18/15 08:32:51,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,70:70,09/18/15 08:33:14,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,71:71,09/18/15 08:33:38,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,72:72,09/18/15 08:34:01,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,73:73,09/18/15 08:34:24,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,74:74,09/18/15 08:34:48,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,75:75,09/18/15 08:35:11,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,76:76,09/18/15 08:35:34,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,77:77,09/18/15 08:35:58,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,78:78,09/18/15 08:36:21,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,79:79,09/18/15 08:36:44,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,80:80,09/18/15 08:37:07,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,81:81,09/18/15 08:37:31,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,82:82,09/18/15 08:37:54,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,83:83,09/18/15 08:38:17,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,84:84,09/18/15 08:38:41,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,85:85,09/18/15 08:39:04,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,86:86,09/18/15 08:39:27,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,87:87,09/18/15 08:39:51,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,88:88,09/18/15 08:40:14,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,89:89,09/18/15 08:40:37,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,90:90,09/18/15 08:41:01,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,91:91,09/18/15 08:41:24,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,92:92,09/18/15 08:41:47,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,93:93,09/18/15 08:42:10,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,94:94,09/18/15 08:42:34,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,95:95,09/18/15 08:42:57,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,96:96,09/18/15 08:43:20,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,97:97,09/18/15 08:43:44,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,98:98,09/18/15 08:44:07,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,99:99,09/18/15 08:44:30,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,100:100,09/18/15 08:44:54,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,101:101,09/18/15 08:45:17,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,102:102,09/18/15 08:45:40,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,103:103,09/18/15 08:46:04,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,104:104,09/18/15 08:46:27,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,105:105,09/18/15 08:46:50,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,106:106,09/18/15 08:47:14,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,107:107,09/18/15 08:47:37,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,108:108,09/18/15 08:48:00,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,109:109,09/18/15 08:48:23,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,110:110,09/18/15 08:48:47,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,111:111,09/18/15 08:49:10,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,112:112,09/18/15 08:49:33,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,113:113,09/18/15 08:49:57,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,114:114,09/18/15 08:50:20,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,115:115,09/18/15 08:50:43,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,116:116,09/18/15 08:51:07,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,117:117,09/18/15 08:51:30,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,118:118,09/18/15 08:51:53,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,119:119,09/18/15 08:52:17,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,120:120,09/18/15 08:52:40,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,121:121,09/18/15 08:53:03,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,122:122,09/18/15 08:53:26,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,123:123,09/18/15 08:53:50,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,124:124,09/18/15 08:54:13,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,125:125,09/18/15 08:54:36,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,126:126,09/18/15 08:55:00,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,127:127,09/18/15 08:55:23,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,128:128,09/18/15 08:55:46,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,129:129,09/18/15 08:56:10,STABLE BEAMS,6500,0.035,0.034,10.5,PLTZERO
256734:4384,130:130,09/18/15 08:56:33,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,131:131,09/18/15 08:56:56,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,132:132,09/18/15 08:57:20,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,133:133,09/18/15 08:57:43,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,134:134,09/18/15 08:58:06,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,135:135,09/18/15 08:58:30,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,136:136,09/18/15 08:58:53,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,137:137,09/18/15 08:59:16,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,138:138,09/18/15 08:59:39,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,139:139,09/18/15 09:00:03,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,140:140,09/18/15 09:00:26,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,141:141,09/18/15 09:00:49,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,142:142,09/18/15 09:01:13,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,143:143,09/18/15 09:01:36,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,144:144,09/18/15 09:01:59,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,145:145,09/18/15 09:02:23,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,146:146,09/18/15 09:02:46,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
256734:4384,147:147,09/18/15 09:03:09,STABLE BEAMS,6500,0.035,0.034,10.4,PLTZERO
