#Data tag : online , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/pb),recorded(/pb),avgpu,source
257969:4444,187:187,10/01/15 02:36:23,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,188:188,10/01/15 02:36:47,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,189:189,10/01/15 02:37:10,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,190:190,10/01/15 02:37:33,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,191:191,10/01/15 02:37:57,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,192:192,10/01/15 02:38:20,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,193:193,10/01/15 02:38:43,STABLE BEAMS,6500,0.064,0.063,13.6,PLTZERO
257969:4444,194:194,10/01/15 02:39:07,STABLE BEAMS,6500,0.064,0.063,13.6,PLTZERO
257969:4444,195:195,10/01/15 02:39:30,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,196:196,10/01/15 02:39:53,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,197:197,10/01/15 02:40:16,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,198:198,10/01/15 02:40:40,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,199:199,10/01/15 02:41:03,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,200:200,10/01/15 02:41:26,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,201:201,10/01/15 02:41:50,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,202:202,10/01/15 02:42:13,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,203:203,10/01/15 02:42:36,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,204:204,10/01/15 02:43:00,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,205:205,10/01/15 02:43:23,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,206:206,10/01/15 02:43:46,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,207:207,10/01/15 02:44:10,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,208:208,10/01/15 02:44:33,STABLE BEAMS,6500,0.064,0.063,13.6,PLTZERO
257969:4444,209:209,10/01/15 02:44:56,STABLE BEAMS,6500,0.064,0.063,13.6,PLTZERO
257969:4444,210:210,10/01/15 02:45:19,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,211:211,10/01/15 02:45:43,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,212:212,10/01/15 02:46:06,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,213:213,10/01/15 02:46:29,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,214:214,10/01/15 02:46:53,STABLE BEAMS,6500,0.064,0.063,13.6,PLTZERO
257969:4444,215:215,10/01/15 02:47:16,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,216:216,10/01/15 02:47:39,STABLE BEAMS,6500,0.065,0.063,13.6,PLTZERO
257969:4444,217:217,10/01/15 02:48:03,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,218:218,10/01/15 02:48:26,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,219:219,10/01/15 02:48:49,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,220:220,10/01/15 02:49:13,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,221:221,10/01/15 02:49:36,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,222:222,10/01/15 02:49:59,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,223:223,10/01/15 02:50:23,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,224:224,10/01/15 02:50:46,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,225:225,10/01/15 02:51:09,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,226:226,10/01/15 02:51:32,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,227:227,10/01/15 02:51:56,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,228:228,10/01/15 02:52:19,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,229:229,10/01/15 02:52:42,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,230:230,10/01/15 02:53:06,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,231:231,10/01/15 02:53:29,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,232:232,10/01/15 02:53:52,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,233:233,10/01/15 02:54:16,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,234:234,10/01/15 02:54:39,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,235:235,10/01/15 02:55:02,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,236:236,10/01/15 02:55:26,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,237:237,10/01/15 02:55:49,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,238:238,10/01/15 02:56:12,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,239:239,10/01/15 02:56:36,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,240:240,10/01/15 02:56:59,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,241:241,10/01/15 02:57:22,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,242:242,10/01/15 02:57:45,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,243:243,10/01/15 02:58:09,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,244:244,10/01/15 02:58:32,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,245:245,10/01/15 02:58:55,STABLE BEAMS,6500,0.064,0.063,13.5,PLTZERO
257969:4444,246:246,10/01/15 02:59:19,STABLE BEAMS,6500,0.064,0.062,13.5,PLTZERO
257969:4444,247:247,10/01/15 02:59:42,STABLE BEAMS,6500,0.064,0.062,13.5,PLTZERO
257969:4444,248:248,10/01/15 03:00:05,STABLE BEAMS,6500,0.064,0.062,13.5,PLTZERO
257969:4444,249:249,10/01/15 03:00:29,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,250:250,10/01/15 03:00:52,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,251:251,10/01/15 03:01:15,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,252:252,10/01/15 03:01:39,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,253:253,10/01/15 03:02:02,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,254:254,10/01/15 03:02:25,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,255:255,10/01/15 03:02:48,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,256:256,10/01/15 03:03:12,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,257:257,10/01/15 03:03:35,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,258:258,10/01/15 03:03:58,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,259:259,10/01/15 03:04:22,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,260:260,10/01/15 03:04:45,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,261:261,10/01/15 03:05:08,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,262:262,10/01/15 03:05:32,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,263:263,10/01/15 03:05:55,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,264:264,10/01/15 03:06:18,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,265:265,10/01/15 03:06:42,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,266:266,10/01/15 03:07:05,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,267:267,10/01/15 03:07:28,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,268:268,10/01/15 03:07:52,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,269:269,10/01/15 03:08:15,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,270:270,10/01/15 03:08:38,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,271:271,10/01/15 03:09:01,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,272:272,10/01/15 03:09:25,STABLE BEAMS,6500,0.064,0.062,13.5,PLTZERO
257969:4444,273:273,10/01/15 03:09:48,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,274:274,10/01/15 03:10:11,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,275:275,10/01/15 03:10:35,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,276:276,10/01/15 03:10:58,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,277:277,10/01/15 03:11:21,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,278:278,10/01/15 03:11:45,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,279:279,10/01/15 03:12:08,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,280:280,10/01/15 03:12:31,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,281:281,10/01/15 03:12:55,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,282:282,10/01/15 03:13:18,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,283:283,10/01/15 03:13:41,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,284:284,10/01/15 03:14:05,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,285:285,10/01/15 03:14:28,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,286:286,10/01/15 03:14:51,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,287:287,10/01/15 03:15:14,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,288:288,10/01/15 03:15:38,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,289:289,10/01/15 03:16:01,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,290:290,10/01/15 03:16:24,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,291:291,10/01/15 03:16:48,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,292:292,10/01/15 03:17:11,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,293:293,10/01/15 03:17:34,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,294:294,10/01/15 03:17:58,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,295:295,10/01/15 03:18:21,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,296:296,10/01/15 03:18:44,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,297:297,10/01/15 03:19:08,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,298:298,10/01/15 03:19:31,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,299:299,10/01/15 03:19:54,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,300:300,10/01/15 03:20:17,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,301:301,10/01/15 03:20:41,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,302:302,10/01/15 03:21:04,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,303:303,10/01/15 03:21:27,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,304:304,10/01/15 03:21:51,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,305:305,10/01/15 03:22:14,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,306:306,10/01/15 03:22:37,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,307:307,10/01/15 03:23:01,STABLE BEAMS,6500,0.064,0.062,13.3,PLTZERO
257969:4444,308:308,10/01/15 03:23:24,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,309:309,10/01/15 03:23:47,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,310:310,10/01/15 03:24:11,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,311:311,10/01/15 03:24:34,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,312:312,10/01/15 03:24:57,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,313:313,10/01/15 03:25:21,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,314:314,10/01/15 03:25:44,STABLE BEAMS,6500,0.064,0.062,13.4,PLTZERO
257969:4444,315:315,10/01/15 03:26:07,STABLE BEAMS,6500,0.064,0.062,13.3,PLTZERO
257969:4444,316:316,10/01/15 03:26:30,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,317:317,10/01/15 03:26:54,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,318:318,10/01/15 03:27:17,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,319:319,10/01/15 03:27:40,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,320:320,10/01/15 03:28:04,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,321:321,10/01/15 03:28:27,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,322:322,10/01/15 03:28:50,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,323:323,10/01/15 03:29:14,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,324:324,10/01/15 03:29:37,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,325:325,10/01/15 03:30:00,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,326:326,10/01/15 03:30:24,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,327:327,10/01/15 03:30:47,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,328:328,10/01/15 03:31:10,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,329:329,10/01/15 03:31:33,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,330:330,10/01/15 03:31:57,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,331:331,10/01/15 03:32:20,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,332:332,10/01/15 03:32:43,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,333:333,10/01/15 03:33:07,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,334:334,10/01/15 03:33:30,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,335:335,10/01/15 03:33:53,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,336:336,10/01/15 03:34:17,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,337:337,10/01/15 03:34:40,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,338:338,10/01/15 03:35:03,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,339:339,10/01/15 03:35:27,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,340:340,10/01/15 03:35:50,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,341:341,10/01/15 03:36:13,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,342:342,10/01/15 03:36:37,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,343:343,10/01/15 03:37:00,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,344:344,10/01/15 03:37:23,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,345:345,10/01/15 03:37:46,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,346:346,10/01/15 03:38:10,STABLE BEAMS,6500,0.063,0.062,13.3,PLTZERO
257969:4444,347:347,10/01/15 03:38:33,STABLE BEAMS,6500,0.063,0.062,13.2,PLTZERO
257969:4444,348:348,10/01/15 03:38:56,STABLE BEAMS,6500,0.063,0.062,13.2,PLTZERO
257969:4444,349:349,10/01/15 03:39:20,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,350:350,10/01/15 03:39:43,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,351:351,10/01/15 03:40:06,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,352:352,10/01/15 03:40:30,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,353:353,10/01/15 03:40:53,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,354:354,10/01/15 03:41:16,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,355:355,10/01/15 03:41:40,STABLE BEAMS,6500,0.063,0.062,13.2,PLTZERO
257969:4444,356:356,10/01/15 03:42:03,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,357:357,10/01/15 03:42:26,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,358:358,10/01/15 03:42:50,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,359:359,10/01/15 03:43:13,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,360:360,10/01/15 03:43:36,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,361:361,10/01/15 03:43:59,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,362:362,10/01/15 03:44:23,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,363:363,10/01/15 03:44:46,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,364:364,10/01/15 03:45:09,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,365:365,10/01/15 03:45:33,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,366:366,10/01/15 03:45:56,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,367:367,10/01/15 03:46:19,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,368:368,10/01/15 03:46:43,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,369:369,10/01/15 03:47:06,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,370:370,10/01/15 03:47:29,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,371:371,10/01/15 03:47:53,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,372:372,10/01/15 03:48:16,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,373:373,10/01/15 03:48:39,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,374:374,10/01/15 03:49:02,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,375:375,10/01/15 03:49:26,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,376:376,10/01/15 03:49:49,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,377:377,10/01/15 03:50:12,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,378:378,10/01/15 03:50:36,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,379:379,10/01/15 03:50:59,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,380:380,10/01/15 03:51:22,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,381:381,10/01/15 03:51:46,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,382:382,10/01/15 03:52:09,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,383:383,10/01/15 03:52:32,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,384:384,10/01/15 03:52:56,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,385:385,10/01/15 03:53:19,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,386:386,10/01/15 03:53:42,STABLE BEAMS,6500,0.063,0.061,13.1,PLTZERO
257969:4444,387:387,10/01/15 03:54:06,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,388:388,10/01/15 03:54:29,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,389:389,10/01/15 03:54:52,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,390:390,10/01/15 03:55:15,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,391:391,10/01/15 03:55:39,STABLE BEAMS,6500,0.063,0.061,13.2,PLTZERO
257969:4444,392:392,10/01/15 03:56:02,STABLE BEAMS,6500,0.063,0.061,13.1,PLTZERO
257969:4444,393:393,10/01/15 03:56:25,STABLE BEAMS,6500,0.063,0.061,13.1,PLTZERO
257969:4444,394:394,10/01/15 03:56:49,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,395:395,10/01/15 03:57:12,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,396:396,10/01/15 03:57:35,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,397:397,10/01/15 03:57:59,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,398:398,10/01/15 03:58:22,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,399:399,10/01/15 03:58:45,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,400:400,10/01/15 03:59:09,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,401:401,10/01/15 03:59:32,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,402:402,10/01/15 03:59:55,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,403:403,10/01/15 04:00:19,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,404:404,10/01/15 04:00:42,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,405:405,10/01/15 04:01:05,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,406:406,10/01/15 04:01:28,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,407:407,10/01/15 04:01:52,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,408:408,10/01/15 04:02:15,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,409:409,10/01/15 04:02:38,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,410:410,10/01/15 04:03:02,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,411:411,10/01/15 04:03:25,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,412:412,10/01/15 04:03:48,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,413:413,10/01/15 04:04:12,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,414:414,10/01/15 04:04:35,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,415:415,10/01/15 04:04:58,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,416:416,10/01/15 04:05:22,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,417:417,10/01/15 04:05:45,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,418:418,10/01/15 04:06:08,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,419:419,10/01/15 04:06:31,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,420:420,10/01/15 04:06:55,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,421:421,10/01/15 04:07:18,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,422:422,10/01/15 04:07:41,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,423:423,10/01/15 04:08:05,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,424:424,10/01/15 04:08:28,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,425:425,10/01/15 04:08:51,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,426:426,10/01/15 04:09:15,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,427:427,10/01/15 04:09:38,STABLE BEAMS,6500,0.062,0.061,13.1,PLTZERO
257969:4444,428:428,10/01/15 04:10:01,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,429:429,10/01/15 04:10:25,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,430:430,10/01/15 04:10:48,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,431:431,10/01/15 04:11:11,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,432:432,10/01/15 04:11:35,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,433:433,10/01/15 04:11:58,STABLE BEAMS,6500,0.062,0.060,13.0,PLTZERO
257969:4444,434:434,10/01/15 04:12:21,STABLE BEAMS,6500,0.062,0.060,13.0,PLTZERO
257969:4444,435:435,10/01/15 04:12:44,STABLE BEAMS,6500,0.062,0.061,13.0,PLTZERO
257969:4444,436:436,10/01/15 04:13:08,STABLE BEAMS,6500,0.062,0.060,13.0,PLTZERO
257969:4444,437:437,10/01/15 04:13:31,STABLE BEAMS,6500,0.062,0.060,13.0,PLTZERO
257969:4444,438:438,10/01/15 04:13:54,STABLE BEAMS,6500,0.062,0.060,13.0,PLTZERO
257969:4444,439:439,10/01/15 04:14:18,STABLE BEAMS,6500,0.062,0.060,13.0,PLTZERO
257969:4444,440:440,10/01/15 04:14:41,STABLE BEAMS,6500,0.062,0.060,13.0,PLTZERO
257969:4444,441:441,10/01/15 04:15:04,STABLE BEAMS,6500,0.062,0.060,13.0,PLTZERO
257969:4444,442:442,10/01/15 04:15:28,STABLE BEAMS,6500,0.062,0.060,13.0,PLTZERO
257969:4444,443:443,10/01/15 04:15:51,STABLE BEAMS,6500,0.062,0.060,13.0,PLTZERO
257969:4444,444:444,10/01/15 04:16:14,STABLE BEAMS,6500,0.062,0.060,13.0,PLTZERO
